1012_Unbreakable_01.20.50.850-01.20.55.605	01.20.50.850	01.20.55.605	01.20.50.850	01.20.55.605	He backs into a maintenance man in orange overalls pushing a trash bin on wheels.
3071_THE_DESCENDANTS_01.21.29.262-01.21.32.364	01.21.29.262	01.21.32.364	01.21.29.262	01.21.32.364	Holding his wife close, SOMEONE forces a carefree grin.
3071_THE_DESCENDANTS_01.25.45.029-01.25.46.684	01.25.45.029	01.25.46.684	01.25.44.857	01.25.46.857	Now, on the flight back, SOMEONE stares off pensively.
1034_Super_8_00.38.30.185-00.38.30.730	00.38.30.185	00.38.30.730	00.38.29.458	00.38.31.458	Something comes after him.
3056_PUBLIC_ENEMIES_01.29.49.361-01.29.51.467	01.29.49.361	01.29.51.467	01.29.49.361	01.29.51.467	SOMEONE lies low behind a tree.
3026_FRIENDS_WITH_BENEFITS_00.05.28.139-00.05.30.141	00.05.28.139	00.05.30.141	00.05.28.139	00.05.30.141	She changes clothes.
1034_Super_8_01.26.47.382-01.26.54.285	01.26.47.382	01.26.54.285	01.26.47.382	01.26.54.285	Soldiers flee from their own malfunctioning machines which randomly spray shells, missiles, and bullets around them.
1054_Harry_Potter_and_the_prisoner_of_azkaban_02.01.20.605-02.01.35.380	02.01.20.605	02.01.35.380	02.01.20.605	02.01.35.380	The wand pulsates with energy and a silver mist comes from it, forcing the Dementors back.
3071_THE_DESCENDANTS_01.46.31.606-01.46.35.782	01.46.31.606	01.46.35.782	01.46.31.606	01.46.35.782	SOMEONE draws a scoop of ashes from the container and looks at her father.
3071_THE_DESCENDANTS_01.08.33.611-01.08.38.296	01.08.33.611	01.08.38.296	01.08.33.611	01.08.38.296	SOMEONE works his way up to a sprint, staring at SOMEONE through wild eyes.
1004_Juno_00.08.20.770-00.08.29.282	00.08.20.770	00.08.29.282	00.08.20.770	00.08.29.282	They take up the armchair.
3071_THE_DESCENDANTS_00.27.18.000-00.27.20.545	00.27.18.000	00.27.20.545	00.27.18.000	00.27.20.545	He cocks his head.
1054_Harry_Potter_and_the_prisoner_of_azkaban_01.43.43.100-01.43.46.096	01.43.43.100	01.43.46.096	01.43.43.100	01.43.46.096	He cries out in horror as he falls back onto the stony beach beside SOMEONE.
3086_UGLY_TRUTH_00.58.19.274-00.58.21.674	00.58.19.274	00.58.21.674	00.58.19.274	00.58.21.674	On the studio floor, the delivery guy brings SOMEONE a massive bouquet.
3056_PUBLIC_ENEMIES_01.30.50.196-01.30.52.286	01.30.50.196	01.30.52.286	01.30.50.196	01.30.52.286	Baby Face throws him down.
3056_PUBLIC_ENEMIES_00.54.19.539-00.54.28.612	00.54.19.539	00.54.28.612	00.54.19.539	00.54.28.612	Wind whips at two trench-coated lawmen.
1012_Unbreakable_00.05.16.065-00.05.21.941	00.05.16.065	00.05.21.941	00.05.16.065	00.05.21.941	The man picks up the second magazine, and looks at him himself before passing it to her.
3069_THE_BOUNTY_HUNTER_00.42.55.559-00.42.58.376	00.42.55.559	00.42.58.376	00.42.55.559	00.42.58.376	As he stalks out, she flings a vase after him.
1034_Super_8_00.33.35.287-00.33.37.005	00.33.35.287	00.33.37.005	00.33.35.146	00.33.37.146	SOMEONE looks down with a troubled expression.
1012_Unbreakable_00.49.53.321-00.49.55.225	00.49.53.321	00.49.55.225	00.49.53.273	00.49.55.273	SOMEONE gazes at him in awe.
3071_THE_DESCENDANTS_01.20.10.346-01.20.14.682	01.20.10.346	01.20.14.682	01.20.10.346	01.20.14.682	SOMEONE comes out.
3011_BLIND_DATING_00.03.51.807-00.03.53.105	00.03.51.807	00.03.53.105	00.03.51.456	00.03.53.456	She drops her skirt by her feet revealing SOMEONE thigh highs.
3064_SPARKLE_2012_01.39.04.388-01.39.05.602	01.39.04.388	01.39.05.602	01.39.03.995	01.39.05.995	He beckons her closer.
1041_This_is_40_00.16.06.053-00.16.07.645	00.16.06.053	00.16.07.645	00.16.05.849	00.16.07.849	SOMEONE's eyes close.
1054_Harry_Potter_and_the_prisoner_of_azkaban_00.00.40.373-00.00.43.948	00.00.40.373	00.00.43.948	00.00.40.373	00.00.43.948	The light is flashing from beneath a bed sheet.
3069_THE_BOUNTY_HUNTER_00.28.29.217-00.28.30.862	00.28.29.217	00.28.30.862	00.28.29.040	00.28.31.040	Now, a storefront sign reads, Blue Ink Tattoos.
3011_BLIND_DATING_00.11.33.364-00.11.34.612	00.11.33.364	00.11.34.612	00.11.32.988	00.11.34.988	Ace slaps SOMEONE's hand and leaves.
1040_The_Ugly_Truth_01.30.08.428-01.30.11.716	01.30.08.428	01.30.11.716	01.30.08.428	01.30.11.716	SOMEONE's expression softens, and she looks away for a moment.
3026_FRIENDS_WITH_BENEFITS_01.42.16.744-01.42.20.320	01.42.16.744	01.42.20.320	01.42.16.744	01.42.20.320	Outside, a horse drawn carriage waits at the curb.
3071_THE_DESCENDANTS_00.44.16.817-00.44.20.317	00.44.16.817	00.44.20.317	00.44.16.817	00.44.20.317	SOMEONE uses the phone.
3039_JACK_AND_JILL_00.26.52.821-00.26.54.550	00.26.52.821	00.26.54.550	00.26.52.686	00.26.54.686	SOMEONE clicks the mouse.
1012_Unbreakable_00.53.24.713-00.53.33.379	00.53.24.713	00.53.33.379	00.53.24.713	00.53.33.379	After a moment, he pushes himself off the wall and moves to the center of the walkway and stands there with his head down and his hands in his pockets.
3035_INSIDE_MAN_00.11.18.861-00.11.34.104	00.11.18.861	00.11.34.104	00.11.18.861	00.11.34.104	It shows police cars surrounding the bank.
3010_BIG_MOMMAS_LIKE_FATHER_LIKE_SON_01.21.57.172-01.22.00.245	01.21.57.172	01.22.00.245	01.21.57.172	01.22.00.245	SOMEONE glances at the two nervous students.
3071_THE_DESCENDANTS_00.30.14.569-00.30.17.433	00.30.14.569	00.30.17.433	00.30.14.569	00.30.17.433	It leads him to a neighborhood nestled by verdant foothills.
1054_Harry_Potter_and_the_prisoner_of_azkaban_01.51.40.674-01.51.42.178	01.51.40.674	01.51.42.178	01.51.40.426	01.51.42.426	She throws another.
3056_PUBLIC_ENEMIES_00.49.33.058-00.49.35.296	00.49.33.058	00.49.35.296	00.49.33.058	00.49.35.296	As Johnny turns back to the bedroom.
3071_THE_DESCENDANTS_00.58.08.114-00.58.11.029	00.58.08.114	00.58.11.029	00.58.08.114	00.58.11.029	The others climb out as well.
3056_PUBLIC_ENEMIES_02.01.21.654-02.01.22.935	02.01.21.654	02.01.22.935	02.01.21.295	02.01.23.295	SOMEONE pats SOMEONE's shoulder.
3069_THE_BOUNTY_HUNTER_01.21.04.845-01.21.07.634	01.21.04.845	01.21.07.634	01.21.04.845	01.21.07.634	She watches as SOMEONE blows out more candles.
3011_BLIND_DATING_00.22.55.666-00.23.01.963	00.22.55.666	00.23.01.963	00.22.55.666	00.23.01.963	On SOMEONE's shirt, citrus-colored flowers swirl around lavender blossoms on a blood red background.
1054_Harry_Potter_and_the_prisoner_of_azkaban_00.04.59.391-00.05.01.441	00.04.59.391	00.05.01.441	00.04.59.391	00.05.01.441	The beads of her necklace scatter.
3035_INSIDE_MAN_00.55.55.510-00.55.57.952	00.55.55.510	00.55.57.952	00.55.55.510	00.55.57.952	She lights up.
3039_JACK_AND_JILL_01.04.43.080-01.04.45.962	01.04.43.080	01.04.45.962	01.04.43.080	01.04.45.962	Two girls playing miniature golf cheer along.
1054_Harry_Potter_and_the_prisoner_of_azkaban_01.10.20.501-01.10.23.463	01.10.20.501	01.10.23.463	01.10.20.501	01.10.23.463	SOMEONE opens the trunk.
3056_PUBLIC_ENEMIES_02.04.12.415-02.04.15.853	02.04.12.415	02.04.15.853	02.04.12.415	02.04.15.853	In the movie house, words on the screen read The End.
1034_Super_8_01.31.34.922-01.31.37.745	01.31.34.922	01.31.37.745	01.31.34.922	01.31.37.745	He is either dead or unconscious.
3069_THE_BOUNTY_HUNTER_00.58.30.113-00.58.31.311	00.58.30.113	00.58.31.311	00.58.29.712	00.58.31.712	She clutches her door's broken-off inner panel.
1054_Harry_Potter_and_the_prisoner_of_azkaban_00.37.01.230-00.37.06.637	00.37.01.230	00.37.06.637	00.37.01.230	00.37.06.637	A huge smile crosses his face and he spreads his arms wide.
3010_BIG_MOMMAS_LIKE_FATHER_LIKE_SON_01.06.21.477-01.06.26.751	01.06.21.477	01.06.26.751	01.06.21.477	01.06.26.751	She glances up from her schoolwork and winces.
3056_PUBLIC_ENEMIES_00.15.01.252-00.15.03.770	00.15.01.252	00.15.03.770	00.15.01.252	00.15.03.770	Down the road, lawmen aim rifles over the car's hood.
3064_SPARKLE_2012_00.16.56.000-00.17.01.214	00.16.56.000	00.17.01.214	00.16.56.000	00.17.01.214	She looks over at SOMEONE, who brushes her hair at a vanity table.
3069_THE_BOUNTY_HUNTER_01.13.25.693-01.13.29.819	01.13.25.693	01.13.29.819	01.13.25.693	01.13.29.819	SOMEONE sips his sparkling wine with a knitted brow.
3039_JACK_AND_JILL_00.54.35.616-00.54.41.614	00.54.35.616	00.54.41.614	00.54.35.616	00.54.41.614	He fondles SOMEONE's stain.
3064_SPARKLE_2012_00.20.15.500-00.20.20.784	00.20.15.500	00.20.20.784	00.20.15.500	00.20.20.784	She pouts and looks down.
3035_INSIDE_MAN_00.20.26.690-00.20.30.734	00.20.26.690	00.20.30.734	00.20.26.690	00.20.30.734	The criminals reach into their boxes.
1040_The_Ugly_Truth_00.49.29.555-00.49.30.756	00.49.29.555	00.49.30.756	00.49.29.156	00.49.31.156	On the doormat is a gift bag.
3039_JACK_AND_JILL_00.23.50.955-00.23.55.156	00.23.50.955	00.23.55.156	00.23.50.955	00.23.55.156	SOMEONE digs her phone out of her bra.
3071_THE_DESCENDANTS_00.28.40.201-00.28.42.692	00.28.40.201	00.28.42.692	00.28.40.201	00.28.42.692	He springs to his feet and paces.
1054_Harry_Potter_and_the_prisoner_of_azkaban_01.04.13.688-01.04.29.487	01.04.13.688	01.04.29.487	01.04.13.688	01.04.29.487	People follow his footprints to the pub, but are not allowed inside.
1017_Bad_Santa_00.22.06.187-00.22.07.595	00.22.06.187	00.22.07.595	00.22.05.891	00.22.07.891	SOMEONE tries to look dignified.
3010_BIG_MOMMAS_LIKE_FATHER_LIKE_SON_01.23.55.188-01.23.59.434	01.23.55.188	01.23.59.434	01.23.55.188	01.23.59.434	The Mercedes drifts through a hard right turn past a road work site.
3056_PUBLIC_ENEMIES_02.08.28.476-02.08.39.168	02.08.28.476	02.08.39.168	02.08.28.476	02.08.39.168	Flare's subtle light.
3035_INSIDE_MAN_01.26.12.511-01.26.13.806	01.26.12.511	01.26.13.806	01.26.12.159	01.26.14.159	SOMEONE's shoot exits the white sack and the hostage drops to the floor.
1040_The_Ugly_Truth_01.23.51.511-01.23.53.351	01.23.51.511	01.23.53.351	01.23.51.431	01.23.53.431	In the control room.
1034_Super_8_01.38.14.384-01.38.21.006	01.38.14.384	01.38.21.006	01.38.14.384	01.38.21.006	SOMEONE stares after it, catching his breath.
3064_SPARKLE_2012_00.27.34.725-00.27.37.458	00.27.34.725	00.27.37.458	00.27.34.725	00.27.37.458	SOMEONE walks back to his friends where SOMEONE holds his pretty date on his lap.
1012_Unbreakable_00.13.32.797-00.13.35.464	00.13.32.797	00.13.35.464	00.13.32.797	00.13.35.464	As his parents follow, they let go of each others hands.
3039_JACK_AND_JILL_00.34.38.344-00.34.40.960	00.34.38.344	00.34.40.960	00.34.38.344	00.34.40.960	Now in the men's room.
3069_THE_BOUNTY_HUNTER_01.44.51.004-01.44.56.789	01.44.51.004	01.44.56.789	01.44.51.004	01.44.56.789	As the bounty hunter descends the stoop, the arresting officer from the parade swaggers up.
3011_BLIND_DATING_00.50.12.125-00.50.13.715	00.50.12.125	00.50.13.715	00.50.11.920	00.50.13.920	She gives SOMEONE a once over.
1041_This_is_40_01.41.59.989-01.42.04.141	01.41.59.989	01.42.04.141	01.41.59.989	01.42.04.141	In the buffet line, SOMEONE's husband turns to SOMEONE's father.
1054_Harry_Potter_and_the_prisoner_of_azkaban_02.00.18.469-02.00.31.460	02.00.18.469	02.00.31.460	02.00.18.469	02.00.31.460	Holding SOMEONE's hand, SOMEONE leads the way towards the lake.
3010_BIG_MOMMAS_LIKE_FATHER_LIKE_SON_00.12.40.467-00.12.49.137	00.12.40.467	00.12.49.137	00.12.40.467	00.12.49.137	SOMEONE's SUV heads after it.
